Variable,Value
makam,pencgah
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,pencgah--seyir--sofyan--1--sefik_gurmeric.txt
note_count,88
unique_note_count,11
minimum_koma53,-1
maximum_koma53,358
mean_koma53,316.77272727272725
median_koma53,327.0
std_koma53,51.027990352090505
koma53_range,359
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.18181818181818182
median_unit_duration,0.125
std_unit_duration,0.13321981191366167
most_common_note,D5
most_common_note_count,20
