Variable,Value
makam,muhayyerbuselik
form,kupe
usul,agiraksak
title,bir
composer,ahmet_avni_konuk
filename,muhayyerbuselik--kupe--agiraksak--bir--ahmet_avni_konuk.txt
note_count,104
unique_note_count,17
minimum_koma53,-1
maximum_koma53,389
mean_koma53,328.21153846153845
median_koma53,349.0
std_koma53,77.42728164698296
koma53_range,390
total_unit_duration,18.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.17307692307692307
median_unit_duration,0.125
std_unit_duration,0.0978495915631813
most_common_note,A5
most_common_note_count,18
