Variable,Value
makam,muhayyerkurdi
form,sarki
usul,sofyan
title,mevsimler_yas
composer,yildirim_gurses
filename,muhayyerkurdi--sarki--sofyan--mevsimler_yas--yildirim_gurses.txt
note_count,640
unique_note_count,15
minimum_koma53,-1
maximum_koma53,380
mean_koma53,287.3765625
median_koma53,327.0
std_koma53,113.85262313232793
koma53_range,381
total_unit_duration,152.25
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.237890625
median_unit_duration,0.125
std_unit_duration,0.18790668922535406
most_common_note,C5
most_common_note_count,105
