Variable,Value
makam,hicaz_humayun
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,hicaz_humayun--seyir--sofyan--1--sefik_gurmeric.txt
note_count,61
unique_note_count,9
minimum_koma53,-1
maximum_koma53,363
mean_koma53,299.0327868852459
median_koma53,327.0
std_koma53,101.16685346711718
koma53_range,364
total_unit_duration,10.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16393442622950818
median_unit_duration,0.125
std_unit_duration,0.08996811821463183
most_common_note,D5
most_common_note_count,10
