Variable,Value
makam,segah
form,sazsemaisi
usul,aksaksemai
title,
composer,nayi_osman_dede
filename,segah--sazsemaisi--aksaksemai----nayi_osman_dede.txt
note_count,431
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,300.262180974478
median_koma53,318.0
std_koma53,88.78310877416031
koma53_range,372
total_unit_duration,77.25
minimum_unit_duration,0.0625
maximum_unit_duration,1.5
mean_unit_duration,0.17923433874709976
median_unit_duration,0.125
std_unit_duration,0.11530190231983754
most_common_note,B4b1
most_common_note_count,83
