Variable,Value
makam,saba
form,sarki
usul,turkaksagi
title,dus_ben_gibi
composer,serif_icli
filename,saba--sarki--turkaksagi--dus_ben_gibi--serif_icli.txt
note_count,513
unique_note_count,14
minimum_koma53,-1
maximum_koma53,354
mean_koma53,313.4463937621832
median_koma53,318.0
std_koma53,44.052631337866316
koma53_range,355
total_unit_duration,44.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.08723196881091617
median_unit_duration,0.0625
std_unit_duration,0.0520917562176855
most_common_note,C5
most_common_note_count,107
