Variable,Value
makam,hicaz_humayun
form,nakis
usul,agirsenginsemai
title,seb_cunun
composer,seyyid_nuh
filename,hicaz_humayun--nakis--agirsenginsemai--seb_cunun--seyyid_nuh.txt
note_count,447
unique_note_count,15
minimum_koma53,-1
maximum_koma53,349
mean_koma53,307.5257270693512
median_koma53,322.0
std_koma53,64.37031064619522
koma53_range,350
total_unit_duration,88.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.1988255033557047
median_unit_duration,0.125
std_unit_duration,0.14384081954041325
most_common_note,D5
most_common_note_count,112
