Variable,Value
makam,acemkurdi
form,pesrev
usul,fahte
title,
composer,muallim_ismail_hakki_bey
filename,acemkurdi--pesrev--fahte----muallim_ismail_hakki_bey.txt
note_count,576
unique_note_count,25
minimum_koma53,-1
maximum_koma53,380
mean_koma53,328.22743055555554
median_koma53,340.0
std_koma53,61.55488475791654
koma53_range,381
total_unit_duration,75.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.1306423611111111
median_unit_duration,0.125
std_unit_duration,0.07311050839105188
most_common_note,A5
most_common_note_count,90
