Variable,Value
makam,segah
form,pesrev
usul,devrikebir
title,
composer,neyzen_yusuf_pasa
filename,segah--pesrev--devrikebir----neyzen_yusuf_pasa.txt
note_count,765
unique_note_count,17
minimum_koma53,-1
maximum_koma53,388
mean_koma53,330.02091503267974
median_koma53,335.0
std_koma53,46.626673507850555
koma53_range,389
total_unit_duration,112.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.14673202614379086
median_unit_duration,0.125
std_unit_duration,0.09376386505052986
most_common_note,D5
most_common_note_count,149
