Variable,Value
makam,nisaburek
form,sarki
usul,duyek
title,omr-u_beser
composer,yuksel_kip
filename,nisaburek--sarki--duyek--omr-u_beser--yuksel_kip.txt
note_count,182
unique_note_count,13
minimum_koma53,-1
maximum_koma53,380
mean_koma53,291.57142857142856
median_koma53,327.0
std_koma53,118.70797474290079
koma53_range,381
total_unit_duration,32.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.17651098901098902
median_unit_duration,0.125
std_unit_duration,0.07666961040948635
most_common_note,C5#4
most_common_note_count,28
