Variable,Value
makam,segah
form,sarki
usul,duyek
title,issiz_gecelerin
composer,omer_sami_gupgup
filename,segah--sarki--duyek--issiz_gecelerin--omer_sami_gupgup.txt
note_count,265
unique_note_count,13
minimum_koma53,-1
maximum_koma53,363
mean_koma53,306.72830188679245
median_koma53,327.0
std_koma53,91.55786458399544
koma53_range,364
total_unit_duration,47.375
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.17877358490566037
median_unit_duration,0.125
std_unit_duration,0.1297910337076984
most_common_note,D5
most_common_note_count,45
