Variable,Value
makam,beyati
form,sarki
usul,kapali_curcuna
title,bilmezsin_dusundugum
composer,rakim_elkutlu
filename,beyati--sarki--kapali_curcuna--bilmezsin_dusundugum--rakim_elkutlu.txt
note_count,301
unique_note_count,13
minimum_koma53,-1
maximum_koma53,365
mean_koma53,309.86046511627904
median_koma53,327.0
std_koma53,72.79098248947425
koma53_range,366
total_unit_duration,48.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.16237541528239202
median_unit_duration,0.125
std_unit_duration,0.10584228169109434
most_common_note,D5
most_common_note_count,57
