Variable,Value
makam,hisarbuselik
form,beste
usul,cenber
title,zahm-i_sinem
composer,zekai_dede
filename,hisarbuselik--beste--cenber--zahm-i_sinem--zekai_dede.txt
note_count,372
unique_note_count,16
minimum_koma53,-1
maximum_koma53,367
mean_koma53,307.01344086021504
median_koma53,318.0
std_koma53,77.01441970900703
koma53_range,368
total_unit_duration,54.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.14583333333333334
median_unit_duration,0.125
std_unit_duration,0.09530475542232725
most_common_note,C5
most_common_note_count,71
