Variable,Value
makam,hicazkar
form,sarki
usul,semai
title,sari_mimozamsin
composer,alaeddin_yavasca
filename,hicazkar--sarki--semai--sari_mimozamsin--alaeddin_yavasca.txt
note_count,333
unique_note_count,17
minimum_koma53,-1
maximum_koma53,380
mean_koma53,320.036036036036
median_koma53,327.0
std_koma53,54.86400403230272
koma53_range,381
total_unit_duration,85.75
minimum_unit_duration,0.125
maximum_unit_duration,1.5
mean_unit_duration,0.2575075075075075
median_unit_duration,0.25
std_unit_duration,0.1897206350695106
most_common_note,G5
most_common_note_count,46
