Variable,Value
makam,mahur
form,sarki
usul,agiraksak
title,badeler_dondukce
composer,selanikli_ahmed_bey
filename,mahur--sarki--agiraksak--badeler_dondukce--selanikli_ahmed_bey.txt
note_count,577
unique_note_count,20
minimum_koma53,-1
maximum_koma53,380
mean_koma53,328.4488734835355
median_koma53,336.0
std_koma53,55.04970515626089
koma53_range,381
total_unit_duration,71.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.12456672443674177
median_unit_duration,0.125
std_unit_duration,0.08623838335393204
most_common_note,G5
most_common_note_count,90
