Variable,Value
makam,nihavent
form,sarki
usul,curcuna
title,yagmur_verdim
composer,omer_dilek
filename,nihavent--sarki--curcuna--yagmur_verdim--omer_dilek.txt
note_count,393
unique_note_count,14
minimum_koma53,-1
maximum_koma53,362
mean_koma53,282.1679389312977
median_koma53,318.0
std_koma53,108.19437483056063
koma53_range,363
total_unit_duration,90.125
minimum_unit_duration,0.125
maximum_unit_duration,0.5
mean_unit_duration,0.22932569974554706
median_unit_duration,0.25
std_unit_duration,0.12082461473811411
most_common_note,D5
most_common_note_count,60
