Variable,Value
makam,rast
form,sarki
usul,semai
title,hayal_ufkunda
composer,neveser_kokdes
filename,rast--sarki--semai--hayal_ufkunda--neveser_kokdes.txt
note_count,289
unique_note_count,16
minimum_koma53,-1
maximum_koma53,380
mean_koma53,311.71626297577853
median_koma53,327.0
std_koma53,63.13155173821603
koma53_range,381
total_unit_duration,120.25
minimum_unit_duration,0.125
maximum_unit_duration,1.5
mean_unit_duration,0.41608996539792387
median_unit_duration,0.25
std_unit_duration,0.30705072000550915
most_common_note,D5
most_common_note_count,55
