Variable,Value
makam,kurdilihicazkar
form,sarki
usul,agiraksak
title,dun_gece
composer,bimen_sen
filename,kurdilihicazkar--sarki--agiraksak--dun_gece--bimen_sen.txt
note_count,256
unique_note_count,14
minimum_koma53,-1
maximum_koma53,362
mean_koma53,304.265625
median_koma53,331.0
std_koma53,88.45563721381447
koma53_range,363
total_unit_duration,40.5
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.158203125
median_unit_duration,0.125
std_unit_duration,0.12620436954462735
most_common_note,F5
most_common_note_count,50
