Variable,Value
makam,ussak
form,sarki
usul,senginsemai
title,bir_merhaleden
composer,munir_nurettin_selcuk
filename,ussak--sarki--senginsemai--bir_merhaleden--munir_nurettin_selcuk.txt
note_count,285
unique_note_count,15
minimum_koma53,-1
maximum_koma53,358
mean_koma53,290.58245614035087
median_koma53,312.0
std_koma53,85.40045090673054
koma53_range,359
total_unit_duration,53.5
minimum_unit_duration,0.0625
maximum_unit_duration,1.125
mean_unit_duration,0.18771929824561404
median_unit_duration,0.125
std_unit_duration,0.13043828533523408
most_common_note,A4
most_common_note_count,56
