Variable,Value
makam,huseyni
form,agirsemai
usul,aksaksemai
title,acildi_gonce-i
composer,komurcuzade
filename,huseyni--agirsemai--aksaksemai--acildi_gonce-i--komurcuzade.txt
note_count,544
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,325.12867647058823
median_koma53,327.0
std_koma53,47.86362211151206
koma53_range,372
total_unit_duration,75.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.13832720588235295
median_unit_duration,0.125
std_unit_duration,0.07714403496969191
most_common_note,D5
most_common_note_count,98
