Variable,Value
makam,rast
form,sarki
usul,senginsemai
title,sevda_ile_dillendi
composer,munir_nurettin_selcuk
filename,rast--sarki--senginsemai--sevda_ile_dillendi--munir_nurettin_selcuk.txt
note_count,320
unique_note_count,16
minimum_koma53,-1
maximum_koma53,358
mean_koma53,316.275
median_koma53,327.0
std_koma53,61.823690055169116
koma53_range,359
total_unit_duration,47.5
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1484375
median_unit_duration,0.125
std_unit_duration,0.10503815174918117
most_common_note,D5
most_common_note_count,73
