Variable,Value
makam,evic
form,sarki
usul,aksak
title,sevdim_bir_gonca-i_rana
composer,dede_efendi
filename,evic--sarki--aksak--sevdim_bir_gonca-i_rana--dede_efendi.txt
note_count,427
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,318.79391100702577
median_koma53,327.0
std_koma53,43.252557366075784
koma53_range,372
total_unit_duration,49.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.11475409836065574
median_unit_duration,0.125
std_unit_duration,0.0703365139068114
most_common_note,D5
most_common_note_count,60
