Variable,Value
makam,yegah
form,sarki
usul,kapali_curcuna
title,ruhlerin_ey
composer,tanburi_ali_efendi
filename,yegah--sarki--kapali_curcuna--ruhlerin_ey--tanburi_ali_efendi.txt
note_count,250
unique_note_count,18
minimum_koma53,-1
maximum_koma53,358
mean_koma53,291.224
median_koma53,318.0
std_koma53,95.4054012430396
koma53_range,359
total_unit_duration,48.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.1955
median_unit_duration,0.125
std_unit_duration,0.10788329444767404
most_common_note,C5
most_common_note_count,33
