Variable,Value
makam,rastmaye
form,kupe
usul,devrirevanihindi
title,nagmemiz_bu
composer,ahmet_avni_konuk
filename,rastmaye--kupe--devrirevanihindi--nagmemiz_bu--ahmet_avni_konuk.txt
note_count,127
unique_note_count,14
minimum_koma53,-1
maximum_koma53,363
mean_koma53,305.33858267716533
median_koma53,318.0
std_koma53,70.23794258751913
koma53_range,364
total_unit_duration,14.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.625
mean_unit_duration,0.11023622047244094
median_unit_duration,0.0625
std_unit_duration,0.09062472390262602
most_common_note,D5
most_common_note_count,22
