Variable,Value
makam,rast
form,sarki
usul,sofyan
title,su_kirik
composer,omer_dilek
filename,rast--sarki--sofyan--su_kirik--omer_dilek.txt
note_count,583
unique_note_count,16
minimum_koma53,-1
maximum_koma53,380
mean_koma53,287.6106346483705
median_koma53,318.0
std_koma53,109.8816656068614
koma53_range,381
total_unit_duration,128.25
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.2199828473413379
median_unit_duration,0.125
std_unit_duration,0.16720655594601813
most_common_note,D5
most_common_note_count,85
