Variable,Value
makam,karcigar
form,zeybek
usul,oynak
title,
composer,
filename,karcigar--zeybek--oynak----.txt
note_count,221
unique_note_count,10
minimum_koma53,0
maximum_koma53,358
mean_koma53,322.3529411764706
median_koma53,327.0
std_koma53,25.88369709684205
koma53_range,358
total_unit_duration,27.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.12330316742081449
median_unit_duration,0.125
std_unit_duration,0.10320134089559647
most_common_note,C5
most_common_note_count,38
