Variable,Value
makam,isfahan
form,sarki
usul,murekkepsofyan
title,canda_hasiyyet
composer,haci_arif_bey
filename,isfahan--sarki--murekkepsofyan--canda_hasiyyet--haci_arif_bey.txt
note_count,456
unique_note_count,14
minimum_koma53,-1
maximum_koma53,358
mean_koma53,318.04605263157896
median_koma53,327.0
std_koma53,58.328174122562324
koma53_range,359
total_unit_duration,78.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.17132675438596492
median_unit_duration,0.125
std_unit_duration,0.11533608142395878
most_common_note,D5
most_common_note_count,112
