Variable,Value
makam,huseyni
form,agirsemai
usul,aksaksemai
title,talatin_devri
composer,zaharya
filename,huseyni--agirsemai--aksaksemai--talatin_devri--zaharya.txt
note_count,286
unique_note_count,12
minimum_koma53,-1
maximum_koma53,367
mean_koma53,311.54545454545456
median_koma53,327.0
std_koma53,79.74813222453197
koma53_range,368
total_unit_duration,37.625
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.13155594405594406
median_unit_duration,0.125
std_unit_duration,0.07361226609017137
most_common_note,E5
most_common_note_count,70
