Variable,Value
makam,ruhnevaz
form,nakis
usul,devrirevan
title,askin_ile
composer,burhan_kul
filename,ruhnevaz--nakis--devrirevan--askin_ile--burhan_kul.txt
note_count,524
unique_note_count,21
minimum_koma53,-1
maximum_koma53,371
mean_koma53,306.73091603053433
median_koma53,314.0
std_koma53,58.757482891267564
koma53_range,372
total_unit_duration,59.625
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.1137881679389313
median_unit_duration,0.109375
std_unit_duration,0.07532382115725957
most_common_note,B4
most_common_note_count,64
