Variable,Value
makam,saba
form,beste
usul,devrikebir
title,gulistan-i_naks-i
composer,zaharya
filename,saba--beste--devrikebir--gulistan-i_naks-i--zaharya.txt
note_count,331
unique_note_count,15
minimum_koma53,-1
maximum_koma53,358
mean_koma53,301.6132930513595
median_koma53,318.0
std_koma53,75.53707701902091
koma53_range,359
total_unit_duration,43.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1299093655589124
median_unit_duration,0.125
std_unit_duration,0.08662698300614988
most_common_note,C5
most_common_note_count,80
