Variable,Value
makam,neva
form,sarki
usul,yuruksemai
title,birlikte_bu
composer,serif_icli
filename,neva--sarki--yuruksemai--birlikte_bu--serif_icli.txt
note_count,353
unique_note_count,14
minimum_koma53,0
maximum_koma53,371
mean_koma53,329.36827195467424
median_koma53,327.0
std_koma53,22.748758997488864
koma53_range,371
total_unit_duration,65.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1848441926345609
median_unit_duration,0.125
std_unit_duration,0.10262389404317106
most_common_note,D5
most_common_note_count,96
