Variable,Value
makam,nihavent
form,fantezi
usul,semai
title,benim_guzel
composer,emin_ongan
filename,nihavent--fantezi--semai--benim_guzel--emin_ongan.txt
note_count,287
unique_note_count,15
minimum_koma53,0
maximum_koma53,380
mean_koma53,333.2822299651568
median_koma53,327.0
std_koma53,27.379369202867533
koma53_range,380
total_unit_duration,96.25
minimum_unit_duration,0.125
maximum_unit_duration,0.75
mean_unit_duration,0.3353658536585366
median_unit_duration,0.25
std_unit_duration,0.21652481394456102
most_common_note,D5
most_common_note_count,78
