Variable,Value
makam,karcigar
form,sarki
usul,nimsofyan
title,kocyigitler
composer,sadettin_kaynak
filename,karcigar--sarki--nimsofyan--kocyigitler--sadettin_kaynak.txt
note_count,476
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,319.5273109243698
median_koma53,327.0
std_koma53,63.67180066490616
koma53_range,372
total_unit_duration,56.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.11764705882352941
median_unit_duration,0.0625
std_unit_duration,0.0829856006010726
most_common_note,D5
most_common_note_count,99
