Variable,Value
makam,rast
form,sarki
usul,duyek
title,yok_mu_cana
composer,lemi_atli
filename,rast--sarki--duyek--yok_mu_cana--lemi_atli.txt
note_count,477
unique_note_count,16
minimum_koma53,-1
maximum_koma53,362
mean_koma53,299.20964360587004
median_koma53,313.0
std_koma53,73.8281708724286
koma53_range,363
total_unit_duration,80.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.16823899371069181
median_unit_duration,0.125
std_unit_duration,0.11888829780869098
most_common_note,D5
most_common_note_count,85
