Variable,Value
makam,nihavent
form,sarki
usul,semai
title,bir_kerre
composer,avni_anil
filename,nihavent--sarki--semai--bir_kerre--avni_anil.txt
note_count,548
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,300.89233576642334
median_koma53,331.0
std_koma53,104.4826608237738
koma53_range,372
total_unit_duration,153.25
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.27965328467153283
median_unit_duration,0.25
std_unit_duration,0.22801908706503862
most_common_note,D5
most_common_note_count,98
