Variable,Value
makam,huzi
form,ilahi
usul,duyek
title,tasti_rahmet
composer,
filename,huzi--ilahi--duyek--tasti_rahmet--.txt
note_count,239
unique_note_count,8
minimum_koma53,-1
maximum_koma53,349
mean_koma53,308.6234309623431
median_koma53,318.0
std_koma53,66.07107545445623
koma53_range,350
total_unit_duration,32.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1344142259414226
median_unit_duration,0.125
std_unit_duration,0.10707764385519036
most_common_note,D5
most_common_note_count,62
