Variable,Value
makam,nihavent
form,sarki
usul,curcuna
title,baharda_bu
composer,cevdet_cagla
filename,nihavent--sarki--curcuna--baharda_bu--cevdet_cagla.txt
note_count,311
unique_note_count,17
minimum_koma53,-1
maximum_koma53,362
mean_koma53,283.1511254019293
median_koma53,327.0
std_koma53,109.0346186088666
koma53_range,363
total_unit_duration,53.875
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.17323151125401928
median_unit_duration,0.125
std_unit_duration,0.14122479599502977
most_common_note,D5
most_common_note_count,56
