Variable,Value
makam,hicaz_uzzal
form,sarki
usul,gulsen
title,ac_kalbimi
composer,hanefi_ozbek
filename,hicaz_uzzal--sarki--gulsen--ac_kalbimi--hanefi_ozbek.txt
note_count,164
unique_note_count,9
minimum_koma53,0
maximum_koma53,358
mean_koma53,328.5
median_koma53,327.0
std_koma53,28.892120054211908
koma53_range,358
total_unit_duration,24.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.14710365853658536
median_unit_duration,0.125
std_unit_duration,0.10378752888558994
most_common_note,E5
most_common_note_count,39
