Variable,Value
makam,pencgahizaid
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,pencgahizaid--seyir--sofyan--1--sefik_gurmeric.txt
note_count,80
unique_note_count,13
minimum_koma53,-1
maximum_koma53,358
mean_koma53,317.4875
median_koma53,322.0
std_koma53,38.992045196521744
koma53_range,359
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.2
median_unit_duration,0.125
std_unit_duration,0.14077655335560518
most_common_note,D5
most_common_note_count,16
