Variable,Value
makam,segah
form,sarki
usul,duyek
title,ayrilik_yaman
composer,sadettin_kaynak
filename,segah--sarki--duyek--ayrilik_yaman--sadettin_kaynak.txt
note_count,377
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,323.15119363395223
median_koma53,327.0
std_koma53,53.18135326416223
koma53_range,372
total_unit_duration,58.125
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.15417771883289125
median_unit_duration,0.125
std_unit_duration,0.1334352788851787
most_common_note,D5
most_common_note_count,68
