Variable,Value
makam,sabaasiran
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,sabaasiran--seyir--sofyan--1--sefik_gurmeric.txt
note_count,117
unique_note_count,15
minimum_koma53,-1
maximum_koma53,354
mean_koma53,291.7521367521368
median_koma53,312.0
std_koma53,81.87742162598349
koma53_range,355
total_unit_duration,20.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.17094017094017094
median_unit_duration,0.125
std_unit_duration,0.1013091709262475
most_common_note,C5
most_common_note_count,17
