Variable,Value
makam,nihavent
form,fantezi
usul,semai
title,ne_bildim
composer,alaeddin_yavasca
filename,nihavent--fantezi--semai--ne_bildim--alaeddin_yavasca.txt
note_count,369
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,294.5528455284553
median_koma53,318.0
std_koma53,89.87462915676342
koma53_range,372
total_unit_duration,84.375
minimum_unit_duration,0.0625
maximum_unit_duration,1.5
mean_unit_duration,0.22865853658536586
median_unit_duration,0.25
std_unit_duration,0.1840423840274429
most_common_note,D5
most_common_note_count,53
