Variable,Value
makam,hicazkar
form,sarki
usul,aksak
title,severim_her
composer,nefise_ozses
filename,hicazkar--sarki--aksak--severim_her--nefise_ozses.txt
note_count,449
unique_note_count,14
minimum_koma53,-1
maximum_koma53,380
mean_koma53,334.6726057906459
median_koma53,344.0
std_koma53,39.72626405689205
koma53_range,381
total_unit_duration,44.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.09966592427616927
median_unit_duration,0.0625
std_unit_duration,0.06362184928771637
most_common_note,G5
most_common_note_count,90
