Variable,Value
makam,nihavent
form,sarki
usul,turkaksagi
title,korfezdeki_dalgin
composer,osman_nihat_akin
filename,nihavent--sarki--turkaksagi--korfezdeki_dalgin--osman_nihat_akin.txt
note_count,416
unique_note_count,14
minimum_koma53,-1
maximum_koma53,380
mean_koma53,326.21153846153845
median_koma53,327.0
std_koma53,32.996654982544385
koma53_range,381
total_unit_duration,37.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.625
mean_unit_duration,0.08954326923076923
median_unit_duration,0.0625
std_unit_duration,0.08591044259785108
most_common_note,D5
most_common_note_count,96
