Variable,Value
makam,nihavent
form,sarki
usul,kapali_curcuna
title,kimseye_etmem
composer,kemani_sarkis_efendi
filename,nihavent--sarki--kapali_curcuna--kimseye_etmem--kemani_sarkis_efendi.txt
note_count,425
unique_note_count,14
minimum_koma53,-1
maximum_koma53,362
mean_koma53,321.50588235294117
median_koma53,327.0
std_koma53,31.825001863600917
koma53_range,363
total_unit_duration,88.875
minimum_unit_duration,0.125
maximum_unit_duration,1.25
mean_unit_duration,0.20911764705882352
median_unit_duration,0.125
std_unit_duration,0.17818227971875142
most_common_note,D5
most_common_note_count,100
