Variable,Value
makam,tahir
form,turku
usul,aksak
title,gimildan
composer,manisa
filename,tahir--turku--aksak--gimildan--manisa.txt
note_count,391
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,312.3785166240409
median_koma53,312.0
std_koma53,50.985366918805596
koma53_range,359
total_unit_duration,54.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.13842710997442456
median_unit_duration,0.125
std_unit_duration,0.07033815160250592
most_common_note,A4
most_common_note_count,120
