Variable,Value
makam,beyati
form,sarki
usul,duyek
title,hayli_demdir
composer,suphi_ziya_ozbekkan
filename,beyati--sarki--duyek--hayli_demdir--suphi_ziya_ozbekkan.txt
note_count,413
unique_note_count,19
minimum_koma53,-1
maximum_koma53,393
mean_koma53,311.636803874092
median_koma53,327.0
std_koma53,85.15328156115754
koma53_range,394
total_unit_duration,45.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.10926150121065376
median_unit_duration,0.0625
std_unit_duration,0.10534477519789456
most_common_note,D5
most_common_note_count,54
