Variable,Value
makam,suzidil
form,longa
usul,nimsofyan
title,
composer,sedat_oztoprak
filename,suzidil--longa--nimsofyan----sedat_oztoprak.txt
note_count,606
unique_note_count,31
minimum_koma53,-1
maximum_koma53,397
mean_koma53,311.37458745874585
median_koma53,318.0
std_koma53,54.749164583186115
koma53_range,398
total_unit_duration,54.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.08952145214521452
median_unit_duration,0.0625
std_unit_duration,0.04087167422458795
most_common_note,C5
most_common_note_count,73
