Variable,Value
makam,yegah
form,sarki
usul,nimsofyan
title,edersen_de
composer,sevki_bey
filename,yegah--sarki--nimsofyan--edersen_de--sevki_bey.txt
note_count,306
unique_note_count,19
minimum_koma53,-1
maximum_koma53,367
mean_koma53,312.9967320261438
median_koma53,321.0
std_koma53,49.84161789640494
koma53_range,368
total_unit_duration,24.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.07924836601307189
median_unit_duration,0.0625
std_unit_duration,0.04727813583961273
most_common_note,D5
most_common_note_count,52
