Variable,Value
makam,ussak
form,pesrev
usul,devrikebir
title,
composer,iii_selim
filename,ussak--pesrev--devrikebir----iii_selim.txt
note_count,423
unique_note_count,13
minimum_koma53,-1
maximum_koma53,349
mean_koma53,300.806146572104
median_koma53,312.0
std_koma53,61.23403368684284
koma53_range,350
total_unit_duration,56.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.13297872340425532
median_unit_duration,0.125
std_unit_duration,0.07346791072586258
most_common_note,B4b1
most_common_note_count,89
