Variable,Value
makam,ussak
form,sarki
usul,curcuna
title,gezer_dolasirsin
composer,sukru_tunar
filename,ussak--sarki--curcuna--gezer_dolasirsin--sukru_tunar.txt
note_count,311
unique_note_count,11
minimum_koma53,-1
maximum_koma53,365
mean_koma53,317.45659163987136
median_koma53,327.0
std_koma53,50.28573721941884
koma53_range,366
total_unit_duration,42.75
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,1.25
mean_unit_duration,0.13745980707395497
median_unit_duration,0.125
std_unit_duration,0.10318596711484089
most_common_note,D5
most_common_note_count,72
