Variable,Value
makam,karcigar
form,sazsemaisi
usul,aksaksemai
title,
composer,ahmet_mukerrem_akinci
filename,karcigar--sazsemaisi--aksaksemai----ahmet_mukerrem_akinci.txt
note_count,1099
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,326.47406733393996
median_koma53,333.0
std_koma53,49.44705187274777
koma53_range,372
total_unit_duration,106.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.09656505914467697
median_unit_duration,0.0625
std_unit_duration,0.059928914692960175
most_common_note,D5
most_common_note_count,175
