Variable,Value
makam,segah
form,sarki
usul,agir_aksaksemai
title,doldur_getir
composer,kazasker_mustafa_izzet_efendi
filename,segah--sarki--agir_aksaksemai--doldur_getir--kazasker_mustafa_izzet_efendi.txt
note_count,443
unique_note_count,13
minimum_koma53,-1
maximum_koma53,358
mean_koma53,323.69525959367945
median_koma53,327.0
std_koma53,45.74540651581
koma53_range,359
total_unit_duration,38.5
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.08690744920993228
median_unit_duration,0.0625
std_unit_duration,0.06336181233108754
most_common_note,D5
most_common_note_count,101
