Variable,Value
makam,suzinak
form,sazsemaisi
usul,aksaksemai
title,
composer,enise_can
filename,suzinak--sazsemaisi--aksaksemai----enise_can.txt
note_count,563
unique_note_count,20
minimum_koma53,-1
maximum_koma53,371
mean_koma53,315.47069271758437
median_koma53,322.0
std_koma53,54.99560426351659
koma53_range,372
total_unit_duration,67.125
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.11922735346358793
median_unit_duration,0.125
std_unit_duration,0.07894684091183428
most_common_note,D5
most_common_note_count,113
