Variable,Value
makam,hicaz
form,turku
usul,turkaksagi
title,divane_asik
composer,macka
filename,hicaz--turku--turkaksagi--divane_asik--macka.txt
note_count,213
unique_note_count,6
minimum_koma53,-1
maximum_koma53,340
mean_koma53,307.77464788732397
median_koma53,327.0
std_koma53,65.96372584855668
koma53_range,341
total_unit_duration,30.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.1414319248826291
median_unit_duration,0.125
std_unit_duration,0.07043876180536947
most_common_note,D5
most_common_note_count,76
