Variable,Value
makam,saba
form,pesrev
usul,cenber
title,
composer,papaz_kapriyel
filename,saba--pesrev--cenber----papaz_kapriyel.txt
note_count,499
unique_note_count,15
minimum_koma53,-1
maximum_koma53,365
mean_koma53,295.77354709418836
median_koma53,318.0
std_koma53,81.11404796180676
koma53_range,366
total_unit_duration,84.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1683366733466934
median_unit_duration,0.125
std_unit_duration,0.0874704800716105
most_common_note,C5
most_common_note_count,136
