Variable,Value
makam,saba
form,sarki
usul,agiraksak
title,degilsem_de
composer,numan_aga
filename,saba--sarki--agiraksak--degilsem_de--numan_aga.txt
note_count,388
unique_note_count,10
minimum_koma53,-1
maximum_koma53,354
mean_koma53,301.87371134020617
median_koma53,318.0
std_koma53,73.34934307017357
koma53_range,355
total_unit_duration,63.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.1646262886597938
median_unit_duration,0.125
std_unit_duration,0.10411970490993262
most_common_note,C5
most_common_note_count,104
