Variable,Value
makam,nihavent
form,fantezi
usul,nimsofyan
title,gel_gonlumu
composer,erdinc_celikkol
filename,nihavent--fantezi--nimsofyan--gel_gonlumu--erdinc_celikkol.txt
note_count,379
unique_note_count,11
minimum_koma53,0
maximum_koma53,362
mean_koma53,328.47757255936676
median_koma53,327.0
std_koma53,24.12591305763225
koma53_range,362
total_unit_duration,28.65625
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.07561015831134564
median_unit_duration,0.0625
std_unit_duration,0.04449408329343374
most_common_note,D5
most_common_note_count,71
