Variable,Value
makam,kurdi
form,ornek_oz
usul,sofyan
title,1
composer,ruhi_ayangil
filename,kurdi--ornek_oz--sofyan--1--ruhi_ayangil.txt
note_count,23
unique_note_count,9
minimum_koma53,296
maximum_koma53,358
mean_koma53,322.30434782608694
median_koma53,318.0
std_koma53,17.10777277520552
koma53_range,62
total_unit_duration,4.0
minimum_unit_duration,0.125
maximum_unit_duration,0.5
mean_unit_duration,0.17391304347826086
median_unit_duration,0.125
std_unit_duration,0.09783981019246726
most_common_note,A4
most_common_note_count,4
