Variable,Value
makam,tahir
form,turku
usul,sofyan
title,kayada_yatan
composer,ankara
filename,tahir--turku--sofyan--kayada_yatan--ankara.txt
note_count,275
unique_note_count,11
minimum_koma53,-1
maximum_koma53,371
mean_koma53,313.1636363636364
median_koma53,327.0
std_koma53,72.37855764773539
koma53_range,372
total_unit_duration,28.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.10272727272727272
median_unit_duration,0.125
std_unit_duration,0.04154649780379948
most_common_note,D5
most_common_note_count,64
