Variable,Value
makam,huzzam
form,sarki
usul,sofyan
title,ask_yolunda
composer,sadettin_kaynak
filename,huzzam--sarki--sofyan--ask_yolunda--sadettin_kaynak.txt
note_count,325
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,295.04
median_koma53,327.0
std_koma53,107.31433119118967
koma53_range,372
total_unit_duration,69.0
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.2123076923076923
median_unit_duration,0.125
std_unit_duration,0.208886137423535
most_common_note,D5
most_common_note_count,68
