Variable,Value
makam,evic
form,sarki
usul,aksaksemai
title,nazirin_yok
composer,tanburi_cemil_bey
filename,evic--sarki--aksaksemai--nazirin_yok--tanburi_cemil_bey.txt
note_count,408
unique_note_count,18
minimum_koma53,0
maximum_koma53,375
mean_koma53,330.4877450980392
median_koma53,336.0
std_koma53,26.706795403070174
koma53_range,375
total_unit_duration,35.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.3125
mean_unit_duration,0.08639705882352941
median_unit_duration,0.0625
std_unit_duration,0.05254632938374447
most_common_note,D5
most_common_note_count,60
