Variable,Value
makam,saba
form,sarki
usul,devrihindi
title,nigah-i_mestine
composer,haci_arif_bey
filename,saba--sarki--devrihindi--nigah-i_mestine--haci_arif_bey.txt
note_count,398
unique_note_count,18
minimum_koma53,-1
maximum_koma53,371
mean_koma53,323.6532663316583
median_koma53,324.0
std_koma53,36.82213189597606
koma53_range,372
total_unit_duration,35.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.0882537688442211
median_unit_duration,0.0625
std_unit_duration,0.06857460671423442
most_common_note,C5
most_common_note_count,70
