Variable,Value
makam,ussak
form,ilahi
usul,sofyan
title,seyyah_olup
composer,
filename,ussak--ilahi--sofyan--seyyah_olup--.txt
note_count,365
unique_note_count,7
minimum_koma53,-1
maximum_koma53,349
mean_koma53,309.68219178082194
median_koma53,318.0
std_koma53,55.787792941975624
koma53_range,350
total_unit_duration,42.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.11575342465753424
median_unit_duration,0.0625
std_unit_duration,0.09426432628196811
most_common_note,C5
most_common_note_count,82
